معرف الدواء,اسم الدواء,المواد الفعالة,العيارات,الشكل الصيدلاني,المصنع,التركيب الأصلي,الشكل الأصلي,حالة المصدر
2778,Brodex,bromhexine + dextromethorphan + menthol + pseudoephedrine,4mg + 5mg + 2.5mg + 30mg,شراب,الفا,bromhexine 4mg+dextromethorphan 5mg+menthol 2.5mg+pseudoephedrine 30mg / 5ml,syrup,بيانات مكتملة
2779,Bromex 4,bromhexine,4mg,أمبولة,الفا,bromhexine 4mg / amp,amp,بيانات مكتملة
2780,Calcifix 200,etidronate Di Sodium,200mg,قرص,الفا,etidronate Di Sodium 200mg / tab,tab,بيانات مكتملة
2781,Calcifix 400,etidronate Di Sodium,400mg,قرص,الفا,etidronate Di Sodium 400mg / tab,tab,بيانات مكتملة
2782,Calcipha 600,calcium Carbonate 1200mg=calcium,600mg,قرص,الفا,calcium Carbonate 1200mg=calcium 600mg / tab,tab,بيانات مكتملة
2783,Canestal 1%,clotrimazole,1%,كريم,الفا,clotrimazole 1%,cream,بيانات مكتملة
2784,Canestal 100,clotrimazole 100mg / vag-tab,,vag-tab,الفا,clotrimazole 100mg / vag-tab,vag-tab,بيانات مكتملة
2785,Canestal 2%,clotrimazole,2%,vag-cream,الفا,clotrimazole 2%,vag-cream,بيانات مكتملة
2786,Canestal 200,clotrimazole 200mg / vag-tab,,vag-tab,الفا,clotrimazole 200mg / vag-tab,vag-tab,بيانات مكتملة
2787,Capotal 25,captopril,25mg,قرص,الفا,captopril 25mg / tab,tab,بيانات مكتملة
2788,Capotal 50,captopril,50mg,قرص,الفا,captopril 50mg / tab,tab,بيانات مكتملة
2789,Cefadur 125,cefadroxil,125mg,dry-syrup,الفا,cefadroxil 125mg / 5ml,dry-syrup,بيانات مكتملة
2790,Cefadur 250,cefadroxil,250mg,كبسولة,الفا,cefadroxil 250mg / cap,cap,بيانات مكتملة
2791,Cefadur 500,cefadroxil,500mg,كبسولة,الفا,cefadroxil 500mg / cap,cap,بيانات مكتملة
2792,Cefalozon 125,cefdinir,125mg,dry-syrup,الفا,cefdinir 125mg / 5ml,dry-syrup,بيانات مكتملة
2793,Cefalozon 250,cefdinir,250mg,dry-syrup,الفا,cefdinir 250mg / 5ml,dry-syrup,بيانات مكتملة
2794,Cefalozon 300,cefdinir,300mg,كبسولة,الفا,cefdinir 300mg / cap,cap,بيانات مكتملة
2795,Cefix 100,cefixime,100mg,dry-syrup,الفا,cefixime 100mg / 5ml,dry-syrup,بيانات مكتملة
2796,Cefix 200,cefixime,200mg,كبسولة,الفا,cefixime 200mg / cap,cap,بيانات مكتملة
2797,Cefix 400,cefixime,400mg,كبسولة,الفا,cefixime 400mg / cap,cap,بيانات مكتملة
2798,Cefpirom 1000,cefpirom 1000mg / dry-vial,,فيال جاف,الفا,cefpirom 1000mg / dry-vial,dry-vial,بيانات مكتملة
2799,Cefpirom 2000,cefpirom 2000mg / dry-vial,,فيال,الفا,cefpirom 2000mg / dry-vial,vial,بيانات مكتملة
2800,Celex 100,celecoxib,100mg,كبسولة,الفا,celecoxib 100mg / cap,cap,بيانات مكتملة
2801,Celex 200,celecoxib,200mg,كبسولة,الفا,celecoxib 200mg / cap,cap,بيانات مكتملة
2802,Cephradex 1000,cephradine 1000mg / dry-vial,,فيال جاف,الفا,cephradine 1000mg / dry-vial,dry-vial,بيانات مكتملة
2803,Cephradex 500,cephradine 500mg / dry-vial,,فيال جاف,الفا,cephradine 500mg / dry-vial,dry-vial,بيانات مكتملة
2804,Cetrine 10,cetirizine,10mg,قرص مغلف,الفا,cetirizine 10mg / c-tab,coated-tab,بيانات مكتملة
2805,Cetrine 5,cetirizine,5mg,شراب,الفا,cetirizine 5mg / 5ml,syrup,بيانات مكتملة
2806,Ciproflex 200,ciprofloxacin,200mg,فيال,الفا,ciprofloxacin 200mg / vial,vial,بيانات مكتملة
2807,Ciproflex 250,ciprofloxacin,250mg,قرص مغلف,الفا,ciprofloxacin 250mg / c-tab,coated-tab,بيانات مكتملة
2808,Ciproflex 500,ciprofloxacin,500mg,قرص مغلف,الفا,ciprofloxacin 500mg / c-tab,coated-tab,بيانات مكتملة
2809,Ciproflex 750,ciprofloxacin,750mg,قرص مغلف,الفا,ciprofloxacin 750mg / c-tab,coated-tab,بيانات مكتملة
2810,Ciproflex Plus,ciprofloxacin + dexamethasone,0.3% + 0.1%,قطرة أذنية,الفا,ciprofloxacin 0.3%+dexamethasone 0.1%,ear-drops,بيانات مكتملة
2811,Claphorama 1000,cefotaxime 1000mg / dry-vial,,فيال جاف,الفا,cefotaxime 1000mg / dry-vial,dry-vial,بيانات مكتملة
2812,Claphorama 250,cefotaxime 250mg / dry-vial,,فيال جاف,الفا,cefotaxime 250mg / dry-vial,dry-vial,بيانات مكتملة
2813,Claphorama 500,cefotaxime 500mg / dry-vial,,فيال جاف,الفا,cefotaxime 500mg / dry-vial,dry-vial,بيانات مكتملة
2814,Clearex 1%,clindamycin,1%,جل,الفا,clindamycin 1%,gel,بيانات مكتملة
2815,Clopiclot 75,clopidogrel,75mg,قرص مغلف,الفا,clopidogrel 75mg / c-tab,coated-tab,بيانات مكتملة
2816,Colopaque,,,فيال,الفا,,vial,التركيب غير موجود في APK
2817,Curium 25,atracurium,25mg,أمبولة,الفا,atracurium 25mg / amp,amp,بيانات مكتملة
2818,Curium 50,atracurium,50mg,أمبولة,الفا,atracurium 50mg / amp,amp,بيانات مكتملة
2819,Cypro Kid,cyproheptadine + vit B1 + vit B2 + vit B3 + vit B6 + vit C 20mg,2mg + 0.6mg + 0.75mg + 5mg + 0.6mg + 5ml,شراب,الفا,cyproheptadine 2mg+vit B1 0.6mg+vit B2 0.75mg+vit B3 5mg+vit B6 0.6mg+vit C 20mg 5ml,syrup,بيانات مكتملة
2820,Dalcocin 150,clindamycin,150mg,كبسولة,الفا,clindamycin 150mg / cap,cap,بيانات مكتملة
2821,Dalcocin 75,clindamycin,75mg,كبسولة,الفا,clindamycin 75mg / cap,cap,بيانات مكتملة
2822,Decadrale 8,dexamethasone,8mg,أمبولة,الفا,dexamethasone 8mg / amp,amp,بيانات مكتملة
2823,Depopen 0.6,benzathine Penicillin,600000i.u.,فيال,الفا,benzathine Penicillin 600000i.u. / vial,vial,بيانات مكتملة
2824,Depopen 1.2,benzathine Penicillin,1200000i.u.,فيال,الفا,benzathine Penicillin 1200000i.u. / vial,vial,بيانات مكتملة
2825,Dexasalyl,dexamethasone + salicylic Acid,0.12% + 3%,مرهم,الفا,dexamethasone 0.12%+salicylic Acid 3%,oint,بيانات مكتملة
2826,Diazepam 10,diazepam,10mg,أمبولة,الفا,diazepam 10mg / amp,amp,بيانات مكتملة
2827,Difluzole,fluconazole,200mg,فيال,الفا,fluconazole 200mg / vial,vial,بيانات مكتملة
2828,Diprobetason 4,betamethasone Dipropionate + betamethasone Sod.Phosphate,2.86mg + 1.14mg,أمبولة,الفا,betamethasone Dipropionate 2.86mg+betamethasone Sod.Phosphate 1.14mg / amp,amp,بيانات مكتملة
2829,Diprobetason 5/2,betamethasone Dipropionate + betamethasone Sod.Phosphate 2mg / syringe,5mg + ,pre-filled syringe,الفا,betamethasone Dipropionate 5mg+betamethasone Sod.Phosphate 2mg / syringe,pre-filled syringe,بيانات مكتملة
2830,Distaclor 125,cefaclor,125mg,dry-syrup,الفا,cefaclor 125mg / 5ml,dry-syrup,بيانات مكتملة
2831,Distaclor 250,cefaclor,250mg,كبسولة,الفا,cefaclor 250mg / cap,cap,بيانات مكتملة
2832,Distaclor 500,cefaclor,500mg,كبسولة,الفا,cefaclor 500mg / cap,cap,بيانات مكتملة
2833,Divoltan 160/10,amlodipine + valsartan,10mg + 160mg,قرص مغلف,الفا,amlodipine 10mg+valsartan 160mg / tab,coated-tab,بيانات مكتملة
2834,Divoltan 160/5,amlodipine + valsartan,5mg + 160mg,قرص مغلف,الفا,amlodipine 5mg+valsartan 160mg / tab,coated-tab,بيانات مكتملة
2835,Divoltan 320/10,amlodipine + valsartan,10mg + 320mg,قرص مغلف,الفا,amlodipine 10mg+valsartan 320mg / tab,coated-tab,بيانات مكتملة
2836,Divoltan 320/5,amlodipine + valsartan,5mg + 320mg,قرص مغلف,الفا,amlodipine 5mg+valsartan 320mg / tab,coated-tab,بيانات مكتملة
2837,Divoltan 80/5,amlodipine + valsartan,5mg + 80mg,قرص مغلف,الفا,amlodipine 5mg+valsartan 80mg / tab,coated-tab,بيانات مكتملة
2838,Divoltan Plus 160/10/12.5,amlodipine + H.C.T.Z. ( Hydro Chor Thia Zide ) + valsartan,10mg + 12.5mg + 160mg,قرص مغلف,الفا,amlodipine 10mg+H.C.T.Z. ( Hydro Chor Thia Zide ) 12.5mg+valsartan 160mg / c-tab,coated-tab,بيانات مكتملة
2839,Divoltan Plus 160/10/25,amlodipine + H.C.T.Z. ( Hydro Chor Thia Zide ) + valsartan,10mg + 25mg + 160mg,قرص مغلف,الفا,amlodipine 10mg+H.C.T.Z. ( Hydro Chor Thia Zide ) 25mg+valsartan 160mg / c-tab,coated-tab,بيانات مكتملة
2840,Divoltan Plus 160/5/12.5,amlodipine + H.C.T.Z. ( Hydro Chlor Thia Zide ) + valsartan,5mg + 12.5mg + 160mg,قرص مغلف,الفا,amlodipine 5mg+H.C.T.Z. ( Hydro Chlor Thia Zide ) 12.5mg+valsartan 160mg / c-tab,coated-tab,بيانات مكتملة
2841,Divoltan Plus 160/5/25,amlodipine + H.C.T.Z. ( Hydro Chlor Thia Zide ) + valsartan,5mg + 25mg + 160mg,قرص مغلف,الفا,amlodipine 5mg+H.C.T.Z. ( Hydro Chlor Thia Zide ) 25mg+valsartan 160mg / c-tab,coated-tab,بيانات مكتملة
2842,Dopamin 50,dopamine,200mg,أمبولة,الفا,dopamine 200mg / amp,amp,بيانات مكتملة
2843,Doxyl 100,doxycycline,100mg,كبسولة,الفا,doxycycline 100mg / cap,cap,بيانات مكتملة
2844,E400,vit E 400i.u. / soft-cap,,كبسولة هلامية,الفا,vit E 400i.u. / soft-cap,gel-cap,بيانات مكتملة
2845,E600,vit E 600i.u. / soft-cap,,كبسولة هلامية,الفا,vit E 600i.u. / soft-cap,gel-cap,بيانات مكتملة
2846,Eskonad,chlorpheniramine + paracetamol + phenylephrine,1mg + 160mg + 2.5mg,شراب,الفا,chlorpheniramine 1mg+paracetamol 160mg+phenylephrine 2.5mg / 5ml,syrup,بيانات مكتملة
2847,Eskonade Cold&Cough,guaifenesin + paracetamol + phenylephrine,100mg + 500mg + 6.1mg,كبسولة,الفا,guaifenesin 100mg+paracetamol 500mg+phenylephrine 6.1mg / cap,cap,بيانات مكتملة
2848,Eucarbon,extr.rhei + carbo Vegetab + fol.senna,25mg + 180mg + 105mg,قرص,الفا,extr.rhei 25mg+carbo Vegetab 180mg+fol.senna 105mg / tab,tab,بيانات مكتملة
2849,Extra 100,sildenafil,100mg,قرص,الفا,sildenafil 100mg / tab,tab,بيانات مكتملة
2850,Extra 50,sildenafil,50mg,قرص,الفا,sildenafil 50mg / tab,tab,بيانات مكتملة
2851,Facimir 250,famciclovir,250mg,قرص مغلف,الفا,famciclovir 250mg / c-tab,coated-tab,بيانات مكتملة
2852,Ferfolic Z,ferrous Sulfate + folic Acid + zinc Sulfate 62mg / SR-cap,150mg + 0.5mg + ,SR-cap,الفا,ferrous Sulfate 150mg+folic Acid 0.5mg+zinc Sulfate 62mg / SR-cap,SR-cap,بيانات مكتملة
2853,Fergon B12,copper + iron + folic Acid + vit B6 + vit B12 + zinc,2mg + 24mg + 0.5mg + 5mg + 0.01mg + 12mg,SR-cap,الفا,copper 2mg+iron 24mg+folic Acid 0.5mg+vit B6 5mg+vit B12 0.01mg+zinc 12mg / cap,SR-cap,بيانات مكتملة
2854,Filajoint 20,sod.Hyaluronate 20mg / prefilled-syring,,pre-filled syringe,الفا,sod.Hyaluronate 20mg / prefilled-syring,pre-filled syringe,بيانات مكتملة
2855,Flagynid 200,metronidazole,125mg,معلق,الفا,metronidazole 125mg / 5ml,susp,بيانات مكتملة
2856,Flagynid 250,metronidazole,250mg,قرص مغلف,الفا,metronidazole 250mg / c-tab,coated-tab,بيانات مكتملة
2857,Flagynid 500,metronidazole,500mg,قرص مغلف,الفا,metronidazole 500mg / c-tab,coated-tab,بيانات مكتملة
2858,Fortacef 1000,ceftazidime 1000mg / dry-vial,,فيال جاف,الفا,ceftazidime 1000mg / dry-vial,dry-vial,بيانات مكتملة
2859,Fortacef 500,ceftazidime 500mg / dry-vial,,فيال جاف,الفا,ceftazidime 500mg / dry-vial,dry-vial,بيانات مكتملة
2860,Garlic Oil 25,garlic Oil 25mg / soft-cap,,كبسولة هلامية,الفا,garlic Oil 25mg / soft-cap,gel-cap,بيانات مكتملة
2861,Gastrox,chlordiazepoxide + clidinium,5mg + 2.5mg,كبسولة,الفا,chlordiazepoxide 5mg+clidinium 2.5mg / cap,cap,بيانات مكتملة
2862,Gatifloxacin 200,gatifloxacin,200mg,فيال,الفا,gatifloxacin 200mg / vial,vial,بيانات مكتملة
2863,Gentocil 20,gentamicin,20mg,أمبولة,الفا,gentamicin 20mg / amp,amp,بيانات مكتملة
2864,Gentocil 40,gentamicin,40mg,أمبولة,الفا,gentamicin 40mg / amp,amp,بيانات مكتملة
2865,Gentocil 80,gentamicin,80mg,أمبولة,الفا,gentamicin 80mg / amp,amp,بيانات مكتملة
2866,Ibandronate 150,ibandronic Acid,150mg,قرص مغلف,الفا,ibandronic Acid 150mg / c-tab,coated-tab,بيانات مكتملة
2867,Ibufen 100,ibuprofen,100mg,معلق,الفا,ibuprofen 100mg / 5ml,susp,بيانات مكتملة
2868,Ibufen 400,ibuprofen,400mg,coated-tab blister,الفا,ibuprofen 400mg / c-tab,coated-tab blister,بيانات مكتملة
2869,Ibufen 600,ibuprofen,600mg,coated-tab blister,الفا,ibuprofen 600mg / c-tab,coated-tab blister,بيانات مكتملة
2870,Iron Safe 100,iron + folic Acid 0.35mg / chew-tab,100mg + ,قرص للمضغ,الفا,iron 100mg+folic Acid 0.35mg / chew-tab,chew-tab,بيانات مكتملة
2871,Iron Safe 50,iron + folic Acid,50mg + 0.35mg,شراب,الفا,iron 50mg+folic Acid 0.35mg / 5ml,syrup,بيانات مكتملة
2872,Kaotin,kaolin + pectin,986mg + 22mg,معلق,الفا,kaolin 986mg+pectin 22mg / 5ml,susp,بيانات مكتملة
2873,Ketolamin 0.5%,ketorolac,0.5%,قطرة عينية,الفا,ketorolac 0.5%,eye-drops,بيانات مكتملة
2874,Lasixine 20,furosemide,20mg,أمبولة,الفا,furosemide 20mg / amp,amp,بيانات مكتملة
2875,Lasixine 40,furosemide,40mg,قرص,الفا,furosemide 40mg / tab,tab,بيانات مكتملة
2876,Linaclear 0.5,levocabastine,0.05%,قطرة عينية,الفا,levocabastine 0.05%,eye-drops,بيانات مكتملة
2877,Lincocile 300,lincomycin,300mg,أمبولة,الفا,lincomycin 300mg / amp,amp,بيانات مكتملة
2878,Lincocile 500,lincomycin,500mg,كبسولة,الفا,lincomycin 500mg / cap,cap,بيانات مكتملة
2879,Lincocile 600,lincomycin,600mg,أمبولة,الفا,lincomycin 600mg / amp,amp,بيانات مكتملة
2880,Migradon,caffeine + paracetamol + propyphenazone,46mg + 150mg + 250mg,قرص,الفا,caffeine 46mg+paracetamol 150mg+propyphenazone 250mg / tab,tab,بيانات مكتملة
2881,Neda Care,,,كبسولة,الفا,,cap,التركيب غير موجود في APK
2882,Neodron,dexamethasone + neomycin 3.5mg / ml,1mg + ,قطرة عينية,الفا,dexamethasone 1mg+neomycin 3.5mg / ml,eye-drops,بيانات مكتملة
2883,Neroprem 10/5,empagliflozin + linagliptin,10mg + 5mg,قرص مغلف,الفا,empagliflozin 10mg+linagliptin 5mg / c-tab,coated-tab,بيانات مكتملة
2884,Neroprem 25/5,empagliflozin + linagliptin,25mg + 5mg,قرص مغلف,الفا,empagliflozin 25mg+linagliptin 5mg / c-tab,coated-tab,بيانات مكتملة
2885,Newtribion Forte 1000,thiamine + vit B6 + vit B12,100mg + 100mg + 1mg,قرص مغلف,الفا,thiamine 100mg+vit B6 100mg+vit B12 1mg / c-tab,coated-tab,بيانات مكتملة
2886,New Vitabion Fort,thiamine + vit B6 + vit B12,100mg + 100mg + 0.2mg,قرص مغلف,الفا,thiamine 100mg+vit B6 100mg+vit B12 0.2mg / c-tab,coated-tab,بيانات مكتملة
2887,Nisidol 100,nimesulide,100mg,قرص,الفا,nimesulide 100mg / tab,tab,بيانات مكتملة
2888,Nisidol 50,nimesulide,50mg,معلق,الفا,nimesulide 50mg / 5ml,susp,بيانات مكتملة
2889,Nystalocal,dexamethasone + hexidine + nystatin 100000i.u. / 100gr,0.1mg + 1.15mg + ,كريم,الفا,dexamethasone 0.1mg+hexidine 1.15mg+nystatin 100000i.u. / 100gr,cream,بيانات مكتملة
2890,Nystamin,nystatin,"500,000i.u.",قرص,الفا,"nystatin 500,000i.u. / tab",tab,بيانات مكتملة
2891,Ocuprofen 0.3%,flurbiprofen,0.3%,قطرة عينية,الفا,flurbiprofen 0.3%,eye-drops,بيانات مكتملة
2892,Ofloxacin 0.3%,ofloxacin,0.3%,قطرة عينية,الفا,ofloxacin 0.3%,eye-drops,بيانات مكتملة
2893,Ogmentinine 1000,amoxicillin + clavulanic Acid,875mg + 125mg,قرص مغلف,الفا,amoxicillin 875mg+clavulanic Acid 125mg / c-tab,coated-tab,بيانات مكتملة
2894,Ogmentinine 1200,amoxicillin + clavulanic Acid,1000mg + 200mg,فيال جاف,الفا,amoxicillin 1000mg+clavulanic Acid 200mg / vial,dry-vial,بيانات مكتملة
2895,Ogmentinine 156,amoxicillin + clavulanic Acid,125mg + 31.5mg,dry-syrup,الفا,amoxicillin 125mg+clavulanic Acid 31.5mg / 5ml,dry-syrup,بيانات مكتملة
2896,Ogmentinine 228,amoxicillin + clavulanic Acid,200mg + 28.5mg,dry-syrup,الفا,amoxicillin 200mg+clavulanic Acid 28.5mg / 5ml,dry-syrup,بيانات مكتملة
2897,Ogmentinine 312,amoxicillin + clavulanic Acid,250mg + 62.5mg,dry-syrup,الفا,amoxicillin 250mg+clavulanic Acid 62.5mg / 5ml,dry-syrup,بيانات مكتملة
2898,Ogmentinine 375,amoxicillin + clavulanic Acid,300mg + 75mg,قرص مغلف,الفا,amoxicillin 300mg+clavulanic Acid 75mg / c-tab,coated-tab,بيانات مكتملة
2899,Ogmentinine 457,amoxicillin + clavulanic Acid,400mg + 57mg,dry-syrup,الفا,amoxicillin 400mg+clavulanic Acid 57mg / 5ml,dry-syrup,بيانات مكتملة
2900,Ogmentinine 600,amoxicillin + clavulanic Acid,500mg + 100mg,فيال,الفا,amoxicillin 500mg+clavulanic Acid 100mg / vial,vial,بيانات مكتملة
2901,Ogmentinine 625,amoxicillin + clavulanic Acid,500mg + 125mg,قرص مغلف,الفا,amoxicillin 500mg+clavulanic Acid 125mg / c-tab,coated-tab,بيانات مكتملة
2902,Ogmentinine ES 600,amoxicillin + clavulanic Acid,600mg + 42.9mg,dry-syrup,الفا,amoxicillin 600mg+clavulanic Acid 42.9mg / 5ml,dry-syrup,بيانات مكتملة
2903,Ondansetron 4,ondansetron,4mg,أمبولة,الفا,ondansetron 4mg / amp,amp,بيانات مكتملة
2904,Ondansetron 8,ondansetron,8mg,أمبولة,الفا,ondansetron 8mg / amp,amp,بيانات مكتملة
2905,Oraluxe 100,cefpodoxime,100mg,قرص مغلف,الفا,cefpodoxime 100mg / c-tab,coated-tab,بيانات مكتملة
2906,Oraluxe 200,cefpodoxime,200mg,قرص مغلف,الفا,cefpodoxime 200mg / c-tab,coated-tab,بيانات مكتملة
2907,Oraluxe 50,cefpodoxime,50mg,dry-syrup,الفا,cefpodoxime 50mg / 5ml,dry-syrup,بيانات مكتملة
2908,Ovelox 250,levofloxacin,250mg,فيال,الفا,levofloxacin 250mg / vial,vial,بيانات مكتملة
2909,Ovelox 500,levofloxacin,500mg,فيال,الفا,levofloxacin 500mg / vial,vial,بيانات مكتملة
2910,Parozon,chlorzoxazone + paracetamol,250mg + 300mg,كبسولة,الفا,chlorzoxazone 250mg+paracetamol 300mg / cap,cap,بيانات مكتملة
2911,Penta 20,pantoprazole,20mg,قرص مغلف,الفا,pantoprazole 20mg / c-tab,coated-tab,بيانات مكتملة
2912,Penta 40,pantoprazole,40mg,قرص مغلف,الفا,pantoprazole 40mg / c-tab,coated-tab,بيانات مكتملة
2913,Perfect Bone,calcium + magnesium + vit D3 + zinc,400mg + 150mg + 0.005mg + 5mg,قرص مغلف,الفا,calcium 400mg+magnesium 150mg+vit D3 0.005mg+zinc 5mg / tab,coated-tab,بيانات مكتملة
2914,Prasilom 10,prasugrel,10mg,قرص مغلف,الفا,prasugrel 10mg / c-tab,coated-tab,بيانات مكتملة
